product_brand,product_title,predicted_category,abrasive_scrub_binary,absorbent_mattifier_binary,anti-acne_binary,antimicrobial_antibacterial_binary,antioxidant_binary,astringent_binary,buffering_binary,cell-communicating_ingredient_binary,chelating_binary,colorant_binary,deodorant_binary,emollient_binary,emulsifying_binary,emulsion_stabilising_binary,exfoliant_binary,moisturizer_humectant_binary,perfuming_binary,preservative_binary,skin_brightening_binary,skin-identical_ingredient_binary,solvent_binary,soothing_binary,sunscreen_binary,surfactant_cleansing_binary,viscosity_controlling_binary
C-K-D,Retino Collagen Small Molecule 300 First Essence,Face Serum,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
dr. denese,Megalips Tinted Peptide Lip Treatment,Face Serum,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
PureHeal's,Rose Blemish Cream,Acne Treatment,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Missha,Super Aqua Ultra Hyalron Foaming Cleanser,Face Serum,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Teaology,Ginger Tea Energizing Aqua-Cream,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
ALHA ALFA,Power Bright Dark Spot Serum Traxenamic Acid 2%,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Amuse,Dew Wear Foundation,Face Serum,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Torriden,Dive In Serum,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Focalskin,8% B5 Moisturizer,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Dr. Pepti,Peptide Volume Silk Layer Cream,Face Moisturizer,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Karine Joncas,Anti-imperfections Jeunesse - Concentré Dermo-intensif,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1
Whitelab,C-dose Brightening Serum,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
WIWIFY,Retinol Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1
KEEP COOL,Soothe Bamboo Lotion,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
Neogen,Real Heartleaf Soothing Mask,Face Mask,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Medicube,Zero Pore One-day Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1
Cantabria Labs,Endocare Renewal Retinol Intensive Sérum 0.5%,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Bring Green,Artemisia Calming Water Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
LYSE,Moisture Up Super Serum,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Maxclinic,Blue Azulen Serum,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
Revolution Skincare,Maskcare Under Facemask Hydrating & Uplifting Mist,Face Serum,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
Ixora,Donkey Milk & Argan Oil Moisturizer,Face Moisturizer,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Skin Functional,Hydrating Tonic 1% Centella Asiática + 2% Hyaluronic Acid,Face Serum,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1
Biodance,First Synergy Toner,Face Toner,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
Dermacrush,Cera-oat Barrier Moisturizer,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Chillab,Anti-aging Vibrant Eye Cream,Face Moisturizer,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1
Eiio,True Cicalming Toner Pad 70pads,Face Toner,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Heimish,Cica Live Repair Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1
Dermalosophy,Make Up Blur & Correct,Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Sungboon Editor,Deep Collagen Power Boosting Mask,Face Mask,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Drunk Elephant,C-Tango Multivitamin Eye Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Luxe Organix,Retinol + Bakuchiol Overnight Glow Gentle Cream,Brightening Treatment,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Quench botanics,Yuzu Fine Eye Gel,Face Serum,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Dermika,Luxury Neocollagen Anti-Age Protective Collagen Cream SPF 50,Sunscreen,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Sun dance,Getöntes Sonnenfluid,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
Eucerin,Ultra Protection Glowing UV Serum,Sunscreen,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1
Natura,Chronos Gel Creme Antissinais 30+ Dia,Face Moisturizer,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Farmec Romania,Gerovitak H3 Erma+ Sun SPF 50 Kids,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
Cien,Tagespflege,Face Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
SIENNA,Protector Solar SPF 54,Sunscreen,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Caudalie,Beautifying Suncare Oil SPF30,Sunscreen,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
Eucerin,Hyaluron-Filler Vitamine C Booster,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Retipalm,Sun Protection SPF 30,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
The Saem,Eco Earth Aqua Sun Stick SPF 50+ PA++++,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Babaria,Antimanchas Serum Inteligente,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1
Nuxe,Sun Milky Spray For Face And Body - Medium Protection SPF20,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Watsons,Aloe Face And Body Lotion SPF50+ Pa+++,Body Moisturizer,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
SpectraBAN,Spectraban Sensitive Sunscreen SPF 30 Pa++,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1
ISDIN,Everclean Ultra-Mattifying Gel Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
Cantabria Labs Heliocare 360,Body Glow SPF 50+,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1
Babylove,Sonnencreme Sensitiv Lsf 50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Louis Widmer,All Day 50+ Leicht Parfümiert,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
SUNdance,Anti-Age Sonnenfluid LSF 30,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
rovectin,Aqua Soothing Uv Protector,Sunscreen,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
MediFlower,UV Filter Cica Sun Cream SPF 50+ PA++++,Sunscreen,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Lirene,Sun Moisturizing Protective Face Cream SPF 50,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
Coppertone,Oil Free + Shine Control 45,Face Moisturizer,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Dermaglós,Protector Solar FPS50 Efecto Seco,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Banila Co,Blooming Youth Peach Collagen Multi Balm,Face Moisturizer,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
castalia,Helioderm Protection X3 Mixed/oily Skin,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
ASDA Protect,Kids Sensitive Formula Sun Lotion High SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
Shingmulnara,Oxygen Water Face & Body Sun Stick SPF50+pa++++ 4.8 17 Revie,Sunscreen,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
Boots,SPF+ Niacinamide Moisturising Lotion SPF50,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1
VILLAGE 11 FACTORY,Daily Fresh Sun Stick SPF 50+ PA++++,Sunscreen,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Haruharu WONDER,Black Rice Moisture Airyfit Daily Sunscreen SPF 50+ PA++++,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Bamford,SPF 50 Sunscreen,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1
Bepanthol,Tattoo Crema Solar,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1
Eucerin,Age Defense Sunscreen Lotion SPF 50,Sunscreen,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Bioderma,Photoderm Lait Ultra SPF50+,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Barr,Centella Soothing Sun Essence SPF 50+ Pa++++,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Laboré,Acne & Oil Correct Physical Sunscreen,Sunscreen,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Camilla Pihl Cosmetics,Anti Aging Face Cream SPF 30,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Ahava,Extreme Firming Neck & Décolleté Cream,Face Moisturizer,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Nivea Sun,Triple Protect Ultra Light Fluid,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Bielenda Professional,Supremelab Sun Protect Satynowy Krem Ochronny SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Nature Republic,California Aloe Moisturizing Tone Up Sun Block SPF 50+ PA++++,Sunscreen,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
THE LAB by blanc doux,Oligo Hyaluronic Acid Waterfull Tone-up SPF50+ PA++++,Face Moisturizer,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Astella,Ultimate UV Protection Sunscreen SPF50+ PA++++,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1
ROUND LAB,Camellia Deep Collagen Firming Sun Serum,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Biodermal,Ultralichte Zonnefluïde SPF 50+,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Sallve,Protetor Solar Bastão FPS 60 Muito Resistente,Sunscreen,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
ISDIN,Fusion Water Magic Repair SPF 50,Sunscreen,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Madame Gie,Madame Protect Me Sun Serum SPF 30 Pa+++ With Dustress Out,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
SUNdance,Kombi Sonnenschutz Creme + Stift LSF 50,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1
Bioderma,Repairing Cream SPF50+,Sunscreen,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
Cancer Council,Ultra Sensitive Kids Sunscreen SPF50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Suntique,I'm Aqua Sun Essence SPF50+ Pa++++,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
INGU,Aqua Defense Hybrid Sunscreen SPF 50+ Pa++++,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Nivea Sun,Face Cream Sensitive SPF50,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Centellian24,Madeca Derma Shield Cooling Sun Stick,Sunscreen,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
CÉLEBON,Airy Fit Sun Essence SPF 50+ Pa ++++,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
DEMAR3,Vit Roise Sunscreen,Sunscreen,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
DermaVeen,Face Ultralight Day Lotion SPF 50+,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1
Hello Sunday,The One That's A Serum SPF50,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1
Purito,Daily Go-to Sunscreen,Sunscreen,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Miild,High-protection Face Cream SPF 50,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Skinpro,Peace - Sunscreen For Sensitive Skin,Sunscreen,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
Sebamed,Anti-redness Light Day Care,Face Moisturizer,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Mecca Cosmetica,To Save Face SPF50+ Brightening Sun Serum,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1
Barulab,Greentea Hydro Calming Sun Cream SPF 50,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
K-Secret,Vita Collagen Secret Whitening Sun Lotion,Sunscreen,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
Suntique,I'm Vegan Sun Serum (SPF50+ Pa++++),Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1
Benton,Air Fit UV Defense Sun Cream,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Oriflame,Novage Skinrelief Pro Resilient Day Cream SPF 30,Sunscreen,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Bioderma,Photoderm Max Fluide SPF100,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
Solante,Gold Spf50+ Güneş Koruyucu Losyon 150ml,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
3INA,The Every Single Day SPF50,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Lirene,Sun Face Cream-Gel SPF 30,Sunscreen,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Bielenda,Serum Make-Up Correcting Fluid + Serum SPF 50,Sunscreen,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Sensilis,Antiageing Facial Treatment Fluid Spf50+,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1
Etos,Mattifying Face & Décolleté Sun Protection SPF30,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Benton,Air Fit UV Defense Sun Cream SPF50+/pa++++,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
SUNdance,Schutz & Bräune Sonnenspray LSF 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
Apoteket,Sollotion Spf 30,Sunscreen,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1
Ecran,Ecran Crème Solaire Visage Pour Peau Sensible Spf 50+,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
Biodermal,Biodermal Mattifying Spf 30,Sunscreen,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Lirene,"Cream-Gel, SPF 30 For Face, Under Makeup",Sunscreen,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Niche Beauty Lab,Transparent Lab Invisible Sunscreen SPF 50+,Sunscreen,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1
SUNPRO,Protector Solar Facial SPF 50 Textura Ultraligera,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Lavozon,Sensitiv Sonnenspray LSF 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1
Endocare,C Ferulic Edafence Serum,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1
Bioderma,Photoderm Max Very High Protection Spray SPF50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
Dr.Altea,Purifying Green Tea sunscreen,Sunscreen,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
About Me,Be Clean Water Sun SPF50+/PA++++,Face Serum,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Babaria,Sun Fest Bruma Facial,Sunscreen,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Ombia,Anti-wrinkle Care Day 5% Urea,Face Moisturizer,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1
Vaseline,Tone Up Sun Cream,Sunscreen,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1
Oriflame,Mattifying & Cooling Face Lotion,Face Moisturizer,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
NIVEA MEN,Skin Energy Moisturising Face Cream,Face Moisturizer,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1
Sebamed,Sun Care SPF 20 Multi Protect Sun Cream,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Dr Storm,SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1
Watsons Love My Skin,Very High Protection Sunscreen Face Serum,Sunscreen,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
Nuxe,Melting Cream For Face SPF 50,Sunscreen,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
One-day's you,Cica:ming Ampoule Serum,Face Serum,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Oséque,Hydrating Skin Perfector,Face Serum,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
J|ON,AC Derma Remedial Cleansing Foam,Face Cleanser,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Anubis Barcelona,Effectivity Caviar & Pearl Serum,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
CHI,Exfoliating Shampoo,Exfoliant/Scrub,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1
Burt's Bees,Intense Hydration Night Cream,Face Moisturizer,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Patricks,Cd2 | Moisturizing Conditioner,Conditioner,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Origins,Lunar New Year Treatment Lotion,Face Serum,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Giovanni,50:50 Balanced Hydrating-Calming Conditioner,Conditioner,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
CYLAB,Crithmum Maritimum + Copper Peptide Repairing Jelly Mask,Face Mask,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
Trust my sister,Scalp Serum,Face Serum,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Burt's Bees,Intense Hydration Eye Cream,Face Moisturizer,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
The Mane Choice,Pink Lemonade & Coconut Super Antioxidant & Texture Beautifier Conditioner,Conditioner,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
W. Dressroom,Moisturizing Perfume Hand Cream No.30 White Musk,Body Moisturizer,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
MEDI-PEEL,AHA + BHA Amino Cica-Nol B5 Ampoule,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Lab Series,Energizing Gel Cream,Face Moisturizer,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Origins,High Potency Night-A-Mins Skin Refining Oil,Face Moisturizer,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0
Clinique,Superbalm Lip Treatment [CAN],Face Moisturizer,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Nuuha Beauty,Serum Sunscreen,Sunscreen,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
January Labs,Daily Brightening Tonic,Brightening Treatment,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
Clinique,Superdefense Night,Face Moisturizer,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Bobbi Brown,Extra Repair Moisturizing Balm SPF 25,Sunscreen,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1
Tenzero,Blemish Cica Essence,Face Serum,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
one of one,Chill Out,Face Serum,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Topicals,Like Butter Mist,Face Serum,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
Helia-D,RE Genero 26 Herbs Hair Strenghtening Shampoo Anti-Dandruff,Shampoo,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Lab Series Skincare for Men,Age Rescue+ Eye Therapy,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
Elizavecca,Milky Piggy Gold Essence,Face Serum,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
BOD,Express 4 In 1 Tan,Face Moisturizer,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
Giovanni,Golden Wheat Deep Cleanse Shampoo,Shampoo,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0
The Creme Shop,Chococat Intense Hydration & Repairing Handy Dandy Cream,Face Moisturizer,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1
virtue,Curl Shampoo,Shampoo,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1
